,ID_x,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,ID_y,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
74,146760,Juanfran,31,https://cdn.sofifa.org/48/17/players/146760.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€14.5M,€90K,2082,78,78,75,62,79,64,83,80,77,54,59,11,14,10,15,7,59,146760,78,68,66,53,83,66,68,82,77,68,81,87,85,84,74,72,49
75,184144,N. Gaitán,28,https://cdn.sofifa.org/48/17/players/184144.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€22.5M,€110K,2014,85,57,87,81,84,80,82,88,85,73,72,8,11,9,7,5,54,184144,40,68,78,74,30,71,79,84,81,72,43,80,71,42,50,82,81
76,210257,Ederson,22,https://cdn.sofifa.org/48/17/players/210257.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,89,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€27.5M,€80K,1320,64,35,60,40,30,58,20,12,21,14,20,81,76,82,78,87,14,210257,25,58,30,18,9,17,16,86,15,42,8,63,38,15,68,60,18
77,192366,N. Otamendi,28,https://cdn.sofifa.org/48/17/players/192366.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€18.5M,€110K,1897,65,90,71,62,64,75,52,50,41,53,39,12,5,8,11,12,83,192366,85,86,66,56,81,44,49,78,71,69,84,68,78,83,80,45,56
78,216460,J. Giménez,21,https://cdn.sofifa.org/48/17/players/216460.png,Uruguay,https://cdn.sofifa.org/flags/60.png,83,87,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€26M,€80K,1762,68,89,57,51,56,60,47,36,47,37,44,9,11,7,10,15,79,216460,85,90,58,48,85,38,24,76,68,72,87,72,70,86,83,27,30
79,220834,Marco Asensio,20,https://cdn.sofifa.org/48/17/players/220834.png,Spain,https://cdn.sofifa.org/flags/45.png,83,90,Real Madrid CF,https://cdn.sofifa.org/24/17/teams/243.png,€33.5M,€70K,1990,81,45,79,76,87,78,80,84,84,76,76,13,9,6,12,10,50,220834,45,58,81,79,30,62,72,78,86,72,41,78,74,45,62,83,76
80,191180,J. Pastore,27,https://cdn.sofifa.org/48/17/players/191180.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€23M,€110K,2076,72,65,82,58,87,75,77,83,88,73,69,14,9,6,10,12,63,191180,69,49,83,76,49,75,78,83,87,78,51,75,68,59,64,86,78
81,176600,K. Gameiro,29,https://cdn.sofifa.org/48/17/players/176600.png,France,https://cdn.sofifa.org/flags/18.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€23M,€100K,2039,88,66,82,77,80,85,70,76,76,86,70,6,10,8,8,6,67,176600,38,84,72,76,23,85,86,85,79,84,39,86,75,33,64,76,78
82,188377,K. Walker,26,https://cdn.sofifa.org/48/17/players/188377.png,England,https://cdn.sofifa.org/flags/14.png,83,84,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€22M,€110K,2164,87,78,70,73,76,75,78,76,76,51,71,12,6,16,15,8,73,188377,78,83,67,68,79,63,66,80,75,86,83,93,90,84,77,69,57
83,212190,N. Süle,20,https://cdn.sofifa.org/48/17/players/212190.png,Germany,https://cdn.sofifa.org/flags/21.png,83,89,FC Bayern Munich,https://cdn.sofifa.org/24/17/teams/21.png,€27.5M,€70K,1630,51,81,33,32,63,69,30,28,42,20,30,15,7,14,7,15,85,212190,82,38,61,62,81,32,26,80,76,77,82,76,65,86,94,30,29
84,167905,A. Valencia,30,https://cdn.sofifa.org/48/17/players/167905.png,Ecuador,https://cdn.sofifa.org/flags/57.png,83,83,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€16.5M,€80K,2193,89,83,76,87,81,85,85,69,82,58,66,16,11,10,7,7,64,167905,80,70,69,62,78,55,78,86,77,85,77,87,90,83,85,71,69
85,191202,N. Matić,27,https://cdn.sofifa.org/48/17/players/191202.png,Serbia,https://cdn.sofifa.org/flags/51.png,83,83,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€19M,€110K,2127,66,83,57,53,78,85,68,68,72,64,67,7,15,12,14,9,77,191202,85,71,78,75,75,69,68,82,83,78,75,68,89,83,89,75,74
86,207865,Marquinhos,22,https://cdn.sofifa.org/48/17/players/207865.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,89,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€27.5M,€80K,1868,73,80,68,68,76,77,72,49,65,33,32,6,6,12,10,13,80,207865,84,84,73,35,85,31,46,81,77,53,86,74,75,85,74,51,31
87,188943,K. Trapp,25,https://cdn.sofifa.org/48/17/players/188943.png,Germany,https://cdn.sofifa.org/flags/21.png,82,84,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€20M,€80K,1195,45,30,42,37,24,48,13,14,10,13,12,83,80,79,80,84,11,188943,22,75,12,13,10,17,12,79,25,22,10,52,45,14,73,45,12
88,190483,Douglas Costa,25,https://cdn.sofifa.org/48/17/players/190483.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€21M,€90K,2018,96,55,91,90,83,73,76,79,85,71,78,13,15,9,12,5,51,190483,32,61,71,84,28,77,77,76,78,86,30,88,76,31,63,78,73
89,222492,L. Sané,20,https://cdn.sofifa.org/48/17/players/222492.png,Germany,https://cdn.sofifa.org/flags/21.png,82,91,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€31M,€70K,1999,92,58,87,84,84,76,76,82,87,78,62,8,12,9,9,14,72,222492,32,66,64,77,26,63,82,79,75,78,35,94,80,32,70,68,64
90,219683,C. Tolisso,21,https://cdn.sofifa.org/48/17/players/219683.png,France,https://cdn.sofifa.org/flags/18.png,82,89,FC Bayern Munich,https://cdn.sofifa.org/24/17/teams/21.png,€28M,€60K,2205,79,81,77,73,80,74,67,66,77,75,73,7,10,14,9,14,82,219683,76,89,82,78,72,70,79,82,85,82,71,69,86,78,81,79,62
91,208421,Saúl,21,https://cdn.sofifa.org/48/17/players/208421.png,Spain,https://cdn.sofifa.org/flags/45.png,82,90,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€29M,€70K,2095,74,66,76,68,84,80,69,63,82,71,60,7,13,12,10,9,83,208421,78,79,80,70,69,54,79,82,85,74,77,73,81,82,76,79,30
92,186153,W. Szczęsny,26,https://cdn.sofifa.org/48/17/players/186153.png,Poland,https://cdn.sofifa.org/flags/37.png,82,84,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€20M,€100K,1193,50,40,55,46,22,65,12,16,11,12,14,83,77,74,78,87,16,186153,15,38,36,14,11,18,14,81,32,15,12,40,38,13,61,48,14
93,108080,S. Lichtsteiner,32,https://cdn.sofifa.org/48/17/players/108080.png,Switzerland,https://cdn.sofifa.org/flags/47.png,82,82,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€11M,€90K,2074,77,82,75,79,75,80,82,68,76,45,66,4,3,2,3,2,72,108080,82,75,71,70,78,64,66,82,77,74,82,78,83,82,75,62,62
94,207410,M. Kovačić,22,https://cdn.sofifa.org/48/17/players/207410.png,Croatia,https://cdn.sofifa.org/flags/10.png,82,88,Real Madrid CF,https://cdn.sofifa.org/24/17/teams/243.png,€27M,€60K,2056,86,71,77,70,87,70,73,78,88,62,68,9,5,6,7,7,42,207410,70,62,82,75,52,59,69,68,87,79,63,78,78,69,65,88,76
95,193082,J. Cuadrado,28,https://cdn.sofifa.org/48/17/players/193082.png,Colombia,https://cdn.sofifa.org/flags/56.png,82,82,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€19M,€110K,2118,90,70,91,83,83,76,78,76,90,69,69,5,5,13,6,9,58,193082,62,75,69,80,60,65,78,76,77,84,68,93,77,60,59,72,68
96,135507,Fernandinho,31,https://cdn.sofifa.org/48/17/players/135507.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€13M,€90K,2163,77,86,79,79,78,68,68,70,77,69,71,12,11,5,13,7,55,135507,86,72,79,78,72,61,68,82,82,83,77,77,82,83,75,75,74
97,204639,S. Savić,25,https://cdn.sofifa.org/48/17/players/204639.png,Montenegro,https://cdn.sofifa.org/flags/15.png,82,86,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€21.5M,€80K,1694,60,83,60,54,66,75,35,34,47,34,28,14,13,14,13,12,81,204639,84,85,69,31,85,37,29,78,67,43,84,65,62,82,77,41,27
98,211300,A. Martial,20,https://cdn.sofifa.org/48/17/players/211300.png,France,https://cdn.sofifa.org/flags/18.png,82,90,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€29M,€70K,2048,92,59,85,83,84,78,73,79,88,81,54,9,8,8,15,11,70,211300,42,80,58,70,35,74,79,81,75,84,38,90,80,39,80,70,74
99,184431,S. Giovinco,29,https://cdn.sofifa.org/48/17/players/184431.png,Italy,https://cdn.sofifa.org/flags/27.png,82,82,Toronto FC,https://cdn.sofifa.org/24/17/teams/111651.png,€19M,€45K,1953,88,75,93,93,87,88,72,86,86,83,86,6,3,6,3,3,34,184431,26,34,72,80,23,77,83,81,77,79,28,84,77,29,42,84,73
100,165239,S. Nasri,29,https://cdn.sofifa.org/48/17/players/165239.png,France,https://cdn.sofifa.org/flags/18.png,82,82,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€18.5M,€90K,1933,79,33,85,92,85,82,79,77,83,76,79,1,1,1,1,1,42,165239,37,50,76,80,35,77,79,77,84,74,44,78,75,37,62,81,72
101,201862,M. Rojo,26,https://cdn.sofifa.org/48/17/players/201862.png,Argentina,https://cdn.sofifa.org/flags/52.png,82,83,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€19M,€110K,2062,74,92,73,65,68,74,75,67,69,52,57,7,8,12,15,10,82,201862,80,85,73,63,79,64,59,77,72,79,80,74,81,82,82,57,49
102,205452,A. Rüdiger,23,https://cdn.sofifa.org/48/17/players/205452.png,Germany,https://cdn.sofifa.org/flags/21.png,82,86,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€22.5M,€80K,1844,76,89,63,50,68,75,68,34,59,27,56,14,15,10,12,8,78,205452,79,74,65,40,82,40,33,82,70,70,81,78,65,84,83,57,34
103,202652,R. Sterling,21,https://cdn.sofifa.org/48/17/players/202652.png,England,https://cdn.sofifa.org/flags/14.png,82,87,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€27M,€90K,1958,94,34,90,91,84,74,73,64,85,73,49,15,12,12,15,9,38,202652,26,60,67,70,48,63,81,79,81,68,54,92,75,58,64,75,59
104,219809,T. Bakayoko,21,https://cdn.sofifa.org/48/17/players/219809.png,France,https://cdn.sofifa.org/flags/18.png,82,88,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€23.5M,€60K,1977,77,85,66,62,78,74,54,49,75,39,37,11,15,11,14,10,72,219809,81,78,78,51,80,45,60,78,80,72,82,75,85,84,82,75,36
105,212404,F. Bernardeschi,22,https://cdn.sofifa.org/48/17/players/212404.png,Italy,https://cdn.sofifa.org/flags/27.png,82,88,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€27M,€70K,1988,83,52,83,75,87,74,77,79,86,73,80,14,15,10,13,12,48,212404,34,54,70,82,28,72,80,78,80,80,32,83,82,36,62,78,70
106,174543,C. Bravo,33,https://cdn.sofifa.org/48/17/players/174543.png,Chile,https://cdn.sofifa.org/flags/55.png,82,82,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€14.5M,€60K,1464,58,40,64,64,41,60,12,25,22,13,38,80,80,87,77,81,18,174543,23,81,54,17,11,23,15,77,56,22,19,54,44,18,70,69,11
107,208618,Lucas Vázquez,25,https://cdn.sofifa.org/48/17/players/208618.png,Spain,https://cdn.sofifa.org/flags/45.png,82,83,Real Madrid CF,https://cdn.sofifa.org/24/17/teams/243.png,€23.5M,€90K,2004,85,65,82,78,83,70,85,82,82,75,75,9,16,9,9,7,52,208618,44,67,75,78,21,56,81,85,80,77,35,80,89,49,57,82,54
108,200949,Lucas,23,https://cdn.sofifa.org/48/17/players/200949.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,85,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€26M,€100K,2049,95,67,94,87,82,79,75,69,88,72,74,9,10,14,7,14,50,200949,50,71,74,71,39,75,78,75,77,79,51,91,69,43,56,73,70
109,146954,Gabi,32,https://cdn.sofifa.org/48/17/players/146954.png,Spain,https://cdn.sofifa.org/flags/45.png,81,81,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€12.5M,€60K,2114,62,82,73,73,79,83,67,86,74,67,75,6,12,10,5,10,51,146954,82,60,83,76,76,83,72,80,84,81,74,65,75,79,69,79,64
110,230666,Gabriel Jesus,19,https://cdn.sofifa.org/48/17/players/230666.png,Brazil,https://cdn.sofifa.org/flags/54.png,81,93,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€28M,€50K,1959,89,56,92,91,85,84,66,76,87,83,54,13,8,6,6,15,66,230666,32,71,66,73,20,78,83,82,75,78,19,85,84,17,63,73,67
111,200724,Nacho Fernández,26,https://cdn.sofifa.org/48/17/players/200724.png,Spain,https://cdn.sofifa.org/flags/45.png,81,83,Real Madrid CF,https://cdn.sofifa.org/24/17/teams/243.png,€16.5M,€70K,1840,74,74,60,67,73,65,70,55,55,32,37,12,7,10,15,7,80,200724,81,81,61,28,81,45,37,72,77,54,83,81,80,82,78,53,38
112,189251,S. Rudy,26,https://cdn.sofifa.org/48/17/players/189251.png,Germany,https://cdn.sofifa.org/flags/21.png,81,82,FC Bayern Munich,https://cdn.sofifa.org/24/17/teams/21.png,€19M,€80K,2119,74,58,79,73,84,81,73,82,78,63,79,13,8,13,12,10,59,189251,84,65,81,72,72,71,72,84,84,71,74,68,79,73,65,80,66
113,110677,Moyá,32,https://cdn.sofifa.org/48/17/players/110677.png,Spain,https://cdn.sofifa.org/flags/45.png,81,81,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€12.5M,€60K,1184,46,22,54,49,24,39,11,16,13,11,12,85,78,82,81,79,12,110677,11,62,35,16,13,11,10,75,31,21,14,34,30,14,57,62,13
114,161648,H. Ben Arfa,29,https://cdn.sofifa.org/48/17/players/161648.png,France,https://cdn.sofifa.org/flags/18.png,81,81,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€16M,€70K,2000,79,61,85,79,83,78,74,80,89,75,75,12,8,9,13,12,53,161648,36,76,74,77,31,87,74,75,78,80,22,75,68,36,72,78,74
115,197242,G. Krychowiak,26,https://cdn.sofifa.org/48/17/players/197242.png,Poland,https://cdn.sofifa.org/flags/37.png,81,83,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€16.5M,€80K,1997,65,87,59,52,75,83,59,46,63,42,62,15,14,8,6,7,83,197242,81,75,83,70,75,78,52,77,79,81,72,71,77,82,90,71,40
116,192638,Marcos Alonso,25,https://cdn.sofifa.org/48/17/players/192638.png,Spain,https://cdn.sofifa.org/flags/45.png,81,83,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€16.5M,€60K,2117,76,70,69,58,79,72,81,75,78,64,80,9,7,13,9,12,70,192638,73,70,73,75,77,64,71,82,78,79,78,82,90,79,79,65,52
117,212622,J. Kimmich,21,https://cdn.sofifa.org/48/17/players/212622.png,Germany,https://cdn.sofifa.org/flags/21.png,81,88,FC Bayern Munich,https://cdn.sofifa.org/24/17/teams/21.png,€23.5M,€50K,2142,75,74,83,83,82,78,86,76,77,66,61,8,15,7,15,15,70,212622,79,79,80,67,77,44,76,82,84,75,78,65,81,77,65,79,61
118,213661,A. Christensen,20,https://cdn.sofifa.org/48/17/players/213661.png,Denmark,https://cdn.sofifa.org/flags/13.png,81,89,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€21.5M,€50K,1698,64,72,54,62,72,69,49,32,69,36,22,10,12,8,6,8,79,213661,81,74,70,20,83,36,32,80,76,31,84,69,66,88,68,60,25
119,189881,C. Smalling,26,https://cdn.sofifa.org/48/17/players/189881.png,England,https://cdn.sofifa.org/flags/14.png,81,82,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€16M,€80K,1835,74,82,60,48,58,71,52,49,59,50,22,10,15,16,15,15,83,189881,80,75,63,35,80,52,48,80,66,42,80,77,79,82,85,49,54
120,49369,Fernando Torres,32,https://cdn.sofifa.org/48/17/players/49369.png,Spain,https://cdn.sofifa.org/flags/45.png,81,81,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€13.5M,€70K,1887,76,62,74,54,81,69,68,80,82,77,63,14,13,8,9,10,76,49369,20,75,51,73,17,74,82,73,78,83,18,78,63,22,76,76,81
121,49370,T. Motta,33,https://cdn.sofifa.org/48/17/players/49370.png,Italy,https://cdn.sofifa.org/flags/27.png,81,81,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€7.5M,€50K,1986,38,93,42,50,81,80,66,67,65,54,67,10,10,7,5,14,77,49370,78,83,83,71,68,70,50,74,83,80,74,39,72,82,83,74,76
122,197853,S. Aurier,23,https://cdn.sofifa.org/48/17/players/197853.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,81,85,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€18.5M,€60K,2136,84,81,76,78,77,75,80,69,76,65,30,7,10,15,16,9,75,197853,76,93,72,58,77,66,74,81,76,78,82,85,87,80,82,71,50
123,176915,A. Fernández,30,https://cdn.sofifa.org/48/17/players/176915.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€12.5M,€60K,2057,67,80,75,75,81,81,70,65,78,69,61,9,13,6,16,9,59,176915,77,59,80,73,57,62,78,82,81,74,64,71,79,76,73,81,57
124,201510,L. Kurzawa,23,https://cdn.sofifa.org/48/17/players/201510.png,France,https://cdn.sofifa.org/flags/18.png,80,86,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€16.5M,€60K,2142,82,75,78,75,80,76,83,73,77,71,53,14,10,7,9,15,76,201510,76,81,72,67,76,62,76,80,81,69,81,76,80,79,72,75,61
125,173373,S. Romero,29,https://cdn.sofifa.org/48/17/players/173373.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€12M,€60K,1251,47,33,52,44,40,63,11,12,12,14,13,78,76,81,78,82,12,173373,21,63,48,11,14,16,11,77,39,14,15,44,35,11,75,55,17
126,184392,M. Darmian,26,https://cdn.sofifa.org/48/17/players/184392.png,Italy,https://cdn.sofifa.org/flags/27.png,80,81,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€13.5M,€80K,2009,80,76,80,78,75,76,71,69,74,55,35,6,7,7,12,7,68,184392,79,72,66,56,81,45,64,80,76,69,82,80,88,84,65,63,59
127,210008,A. Rabiot,21,https://cdn.sofifa.org/48/17/players/210008.png,France,https://cdn.sofifa.org/flags/18.png,80,86,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€19.5M,€50K,2090,74,74,75,50,80,81,69,67,79,66,57,9,12,9,7,15,75,210008,77,72,79,76,66,68,74,76,84,79,68,71,79,77,78,80,68
128,190815,D. Blind,26,https://cdn.sofifa.org/48/17/players/190815.png,Netherlands,https://cdn.sofifa.org/flags/34.png,80,81,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€13.5M,€80K,2079,65,70,73,75,80,86,78,84,73,46,62,12,9,10,14,10,71,190815,82,71,81,62,80,56,64,84,81,68,76,60,86,83,73,78,62
129,211320,D. Rugani,21,https://cdn.sofifa.org/48/17/players/211320.png,Italy,https://cdn.sofifa.org/flags/27.png,80,88,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€18.5M,€50K,1698,54,70,61,55,65,70,40,45,64,33,25,5,10,5,5,5,80,211320,84,81,59,39,84,36,28,74,65,58,82,67,69,84,81,50,35
130,170369,G. dos Santos,27,https://cdn.sofifa.org/48/17/players/170369.png,Mexico,https://cdn.sofifa.org/flags/83.png,80,80,LA Galaxy,https://cdn.sofifa.org/24/17/teams/697.png,€14.5M,€50K,1931,87,53,89,90,84,76,74,73,80,79,80,6,9,11,7,5,61,170369,28,65,71,79,21,70,77,77,76,80,23,86,68,28,45,70,79
131,170370,J. dos Santos,26,https://cdn.sofifa.org/48/17/players/170370.png,Mexico,https://cdn.sofifa.org/flags/83.png,80,81,LA Galaxy,https://cdn.sofifa.org/24/17/teams/697.png,€16M,€40K,2067,72,59,75,81,85,65,83,80,80,62,76,15,15,7,10,12,57,170370,65,69,78,74,52,59,80,78,84,72,55,71,77,63,65,83,73
132,202371,T. Meunier,24,https://cdn.sofifa.org/48/17/players/202371.png,Belgium,https://cdn.sofifa.org/flags/7.png,80,85,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€16M,€60K,2116,72,73,64,49,79,75,80,69,79,71,56,8,13,15,6,9,71,202371,74,72,73,76,79,65,74,79,78,79,78,81,90,80,85,71,68
133,21146,M. Carrick,34,https://cdn.sofifa.org/48/17/players/21146.png,England,https://cdn.sofifa.org/flags/14.png,80,80,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€4.4M,€50K,2011,53,64,58,63,79,88,72,68,71,59,59,13,12,11,15,9,71,21146,81,72,85,64,73,64,66,85,87,78,70,52,66,76,65,83,67
134,177644,Kiko Casilla,29,https://cdn.sofifa.org/48/17/players/177644.png,Spain,https://cdn.sofifa.org/flags/45.png,80,80,Real Madrid CF,https://cdn.sofifa.org/24/17/teams/243.png,€12M,€60K,1281,32,45,43,58,20,51,24,25,12,14,25,75,83,80,82,77,13,177644,20,69,24,13,12,23,12,74,30,24,11,49,43,15,79,52,23
135,204529,M. Batshuayi,22,https://cdn.sofifa.org/48/17/players/204529.png,Belgium,https://cdn.sofifa.org/flags/7.png,80,85,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€19.5M,€60K,1864,81,59,82,78,77,81,65,61,78,83,46,9,10,16,7,15,73,204529,23,81,36,76,16,67,83,79,64,83,22,84,65,26,82,63,74
136,150516,L. Podolski,31,https://cdn.sofifa.org/48/17/players/150516.png,Germany,https://cdn.sofifa.org/flags/21.png,80,80,Vissel Kobe,https://cdn.sofifa.org/24/17/teams/101146.png,€12.5M,€25K,2028,79,70,69,72,78,79,75,80,78,82,75,10,9,16,9,9,65,150516,36,65,64,81,33,83,79,76,77,92,39,77,67,39,77,78,89
137,189963,W. Bony,27,https://cdn.sofifa.org/48/17/players/189963.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,79,79,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€10.5M,€80K,1894,68,68,67,72,75,77,45,66,72,80,58,10,8,5,7,11,82,189963,38,83,45,76,25,77,83,72,68,83,28,71,78,42,90,65,76
138,205069,Bernat,23,https://cdn.sofifa.org/48/17/players/205069.png,Spain,https://cdn.sofifa.org/flags/45.png,79,83,FC Bayern Munich,https://cdn.sofifa.org/24/17/teams/21.png,€11M,€60K,2067,84,71,86,88,83,70,82,76,84,57,51,8,9,12,11,16,53,205069,75,73,64,62,78,53,74,78,79,63,79,74,77,81,57,70,59
139,176944,M. Fellaini,28,https://cdn.sofifa.org/48/17/players/176944.png,Belgium,https://cdn.sofifa.org/flags/7.png,79,79,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€8M,€80K,2035,54,94,50,52,82,78,61,64,73,71,46,8,6,9,15,16,91,176944,74,65,66,72,71,64,79,80,80,75,66,55,85,76,92,72,71
140,203574,J. Stones,22,https://cdn.sofifa.org/48/17/players/203574.png,England,https://cdn.sofifa.org/flags/14.png,79,85,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€12M,€50K,1817,75,73,64,57,77,81,62,46,70,29,29,7,15,11,10,8,77,203574,76,72,71,38,80,37,48,75,80,46,81,75,80,83,79,59,27
141,139062,W. Caballero,34,https://cdn.sofifa.org/48/17/players/139062.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€6.5M,€45K,1241,44,30,39,55,30,56,12,23,12,11,11,80,76,73,78,81,22,139062,19,70,48,14,15,16,7,75,33,23,12,47,44,11,70,47,13
142,190531,E. Mangala,25,https://cdn.sofifa.org/48/17/players/190531.png,France,https://cdn.sofifa.org/flags/18.png,79,82,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€10.5M,€60K,1819,71,89,65,64,50,71,58,47,46,27,48,10,13,6,10,14,80,190531,78,86,58,48,78,46,39,66,60,67,82,77,77,80,88,47,44
143,207441,L. Vietto,22,https://cdn.sofifa.org/48/17/players/207441.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,86,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€15M,€50K,1983,78,66,79,87,85,71,66,83,86,82,70,14,14,8,8,12,69,207441,35,74,59,75,23,69,83,82,79,70,32,75,69,40,57,73,81
144,193105,A. Areola,23,https://cdn.sofifa.org/48/17/players/193105.png,France,https://cdn.sofifa.org/flags/18.png,79,86,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€12.5M,€60K,1266,54,26,53,58,22,35,20,16,12,19,16,81,77,70,74,83,14,193105,23,59,32,14,19,25,17,76,41,25,12,52,28,18,80,34,16
145,213345,K. Coman,20,https://cdn.sofifa.org/48/17/players/213345.png,France,https://cdn.sofifa.org/flags/18.png,79,86,FC Bayern Munich,https://cdn.sofifa.org/24/17/teams/21.png,€14M,€50K,1856,93,36,87,85,79,73,77,84,84,75,70,5,3,5,3,5,52,213345,23,73,62,73,11,70,75,76,74,76,15,92,74,15,58,69,77
146,203890,S. Vrsaljko,24,https://cdn.sofifa.org/48/17/players/203890.png,Croatia,https://cdn.sofifa.org/flags/10.png,79,83,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€11M,€60K,2045,82,70,67,72,75,67,82,70,72,44,57,15,11,10,10,12,69,203890,79,84,68,58,77,52,65,77,74,75,75,83,88,78,73,68,53
147,194957,P. Jones,24,https://cdn.sofifa.org/48/17/players/194957.png,England,https://cdn.sofifa.org/flags/14.png,79,80,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€10.5M,€60K,1874,55,85,43,62,68,73,64,38,60,50,35,10,8,6,16,11,75,194957,81,83,67,59,77,55,42,76,73,68,81,67,80,80,80,59,60
148,172962,V. Moses,25,https://cdn.sofifa.org/48/17/players/172962.png,Nigeria,https://cdn.sofifa.org/flags/133.png,79,81,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€10M,€60K,2096,86,42,80,83,80,65,75,75,84,70,61,9,7,8,16,16,69,172962,72,66,70,68,66,71,76,76,73,75,67,84,85,72,80,71,63
