,Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special
4283,4283,182103,E. Arévalo Ríos,35,https://cdn.sofifa.org/48/18/players/182103.png,Uruguay,https://cdn.sofifa.org/flags/60.png,71,71,Racing Club de Avellaneda,https://cdn.sofifa.org/24/18/teams/101085.png,€550K,€9K,1896
4284,4284,203864,B. Zuculini,24,https://cdn.sofifa.org/48/18/players/203864.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,77,Hellas Verona,https://cdn.sofifa.org/24/18/teams/206.png,€3.2M,€16K,1865
4285,4285,219736,E. Horvath,22,https://cdn.sofifa.org/48/18/players/219736.png,United States,https://cdn.sofifa.org/flags/95.png,71,80,Club Brugge KV,https://cdn.sofifa.org/24/18/teams/231.png,€2.8M,€10K,1115
4286,4286,157528,M. Stoppelkamp,30,https://cdn.sofifa.org/48/18/players/157528.png,Germany,https://cdn.sofifa.org/flags/21.png,71,71,MSV Duisburg,https://cdn.sofifa.org/24/18/teams/1825.png,€2.2M,€6K,1921
4287,4287,210521,S. Çikalleshi,26,https://cdn.sofifa.org/48/18/players/210521.png,Albania,https://cdn.sofifa.org/flags/1.png,71,72,Osmanlıspor,https://cdn.sofifa.org/24/18/teams/112958.png,€2.8M,€14K,1633
4288,4288,173401,A. Vaņins,37,https://cdn.sofifa.org/48/18/players/173401.png,Latvia,https://cdn.sofifa.org/flags/28.png,71,71,FC Zürich,https://cdn.sofifa.org/24/18/teams/894.png,€160K,€6K,1110
4289,4289,150106,A. Papadopoulos,32,https://cdn.sofifa.org/48/18/players/150106.png,Greece,https://cdn.sofifa.org/flags/22.png,71,71,Brisbane Roar,https://cdn.sofifa.org/24/18/teams/111395.png,€1.4M,€5K,1777
4290,4290,160090,J. Arandero,29,https://cdn.sofifa.org/48/18/players/160090.png,Chile,https://cdn.sofifa.org/flags/55.png,71,71,Everton de Viña del Mar,https://cdn.sofifa.org/24/18/teams/112584.png,€1.8M,€4K,1933
4291,4291,164954,T. Taiwo,32,https://cdn.sofifa.org/48/18/players/164954.png,Nigeria,https://cdn.sofifa.org/flags/133.png,71,71,AFC Eskilstuna,https://cdn.sofifa.org/24/18/teams/112171.png,€1.3M,€4K,2031
4292,4292,184154,N. De Pauw,27,https://cdn.sofifa.org/48/18/players/184154.png,Belgium,https://cdn.sofifa.org/flags/7.png,71,71,SV Zulte-Waregem,https://cdn.sofifa.org/24/18/teams/15005.png,€2.5M,€12K,1836
4293,4293,200539,Gaztañaga,26,https://cdn.sofifa.org/48/18/players/200539.png,Spain,https://cdn.sofifa.org/flags/45.png,71,76,Gimnàstic de Tarragona,https://cdn.sofifa.org/24/18/teams/15019.png,€2.6M,€7K,1631
4294,4294,220763,R. Thomas,22,https://cdn.sofifa.org/48/18/players/220763.png,New Zealand,https://cdn.sofifa.org/flags/198.png,71,78,PEC Zwolle,https://cdn.sofifa.org/24/18/teams/1914.png,€3.3M,€7K,1785
4295,4295,230235,Alex das Freitas,29,https://cdn.sofifa.org/48/18/players/230235.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,Sociedade Esportiva Palmeiras,https://cdn.sofifa.org/24/18/teams/383.png,€1.8M,€22K,1808
4296,4296,173147,D. Dessena,30,https://cdn.sofifa.org/48/18/players/173147.png,Italy,https://cdn.sofifa.org/flags/27.png,71,71,Cagliari,https://cdn.sofifa.org/24/18/teams/1842.png,€2.2M,€33K,1950
4297,4297,200796,João Diogo,29,https://cdn.sofifa.org/48/18/players/200796.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€1.8M,€6K,1849
4298,4298,176732,M. Bjärsmyr,31,https://cdn.sofifa.org/48/18/players/176732.png,Sweden,https://cdn.sofifa.org/flags/46.png,71,71,Medicana Sivasspor,https://cdn.sofifa.org/24/18/teams/101041.png,€1.6M,€10K,1562
4299,4299,49756,J. Poulsen,33,https://cdn.sofifa.org/48/18/players/49756.png,Denmark,https://cdn.sofifa.org/flags/13.png,71,71,FC Midtjylland,https://cdn.sofifa.org/24/18/teams/1516.png,€1.4M,€19K,1911
4300,4300,160093,A. Salvamanos,25,https://cdn.sofifa.org/48/18/players/160093.png,Chile,https://cdn.sofifa.org/flags/55.png,71,71,Santiago Wanderers,https://cdn.sofifa.org/24/18/teams/110976.png,€2.1M,€4K,1783
4301,4301,167005,V. Fayzulin,31,https://cdn.sofifa.org/48/18/players/167005.png,Russia,https://cdn.sofifa.org/flags/40.png,71,71,Zenit St. Petersburg,https://cdn.sofifa.org/24/18/teams/100769.png,€1.6M,€34K,1865
4302,4302,207454,P. Rodríguez,27,https://cdn.sofifa.org/48/18/players/207454.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,AEK Athens,https://cdn.sofifa.org/24/18/teams/278.png,€2.5M,€1K,1773
4303,4303,219998,J. Mauri,21,https://cdn.sofifa.org/48/18/players/219998.png,Italy,https://cdn.sofifa.org/flags/27.png,71,78,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€3.3M,€41K,1896
4304,4304,185438,N. Bärkroth,25,https://cdn.sofifa.org/48/18/players/185438.png,Sweden,https://cdn.sofifa.org/flags/46.png,71,72,Lech Poznań,https://cdn.sofifa.org/24/18/teams/873.png,€2.8M,€8K,1813
4305,4305,198751,J. Madueña,27,https://cdn.sofifa.org/48/18/players/198751.png,Mexico,https://cdn.sofifa.org/flags/83.png,71,72,Club Atlas,https://cdn.sofifa.org/24/18/teams/101114.png,€2.2M,€14K,1883
4306,4306,215391,I. Seck,27,https://cdn.sofifa.org/48/18/players/215391.png,Senegal,https://cdn.sofifa.org/flags/136.png,71,71,Waasland-Beveren,https://cdn.sofifa.org/24/18/teams/110913.png,€2M,€9K,1623
4307,4307,221279,L. Kelly,21,https://cdn.sofifa.org/48/18/players/221279.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,71,82,Reading,https://cdn.sofifa.org/24/18/teams/1793.png,€4M,€19K,1903
4308,4308,232543,S. Bertoli,39,https://cdn.sofifa.org/48/18/players/232543.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,Club Atlético Patronato,https://cdn.sofifa.org/24/18/teams/110581.png,€160K,€4K,1091
4309,4309,167519,E. Juárez,29,https://cdn.sofifa.org/48/18/players/167519.png,Mexico,https://cdn.sofifa.org/flags/83.png,71,71,Monterrey,https://cdn.sofifa.org/24/18/teams/1032.png,€1.8M,€33K,1859
4310,4310,225120,R. Aït Atmane,24,https://cdn.sofifa.org/48/18/players/225120.png,Algeria,https://cdn.sofifa.org/flags/97.png,71,77,Real Sporting de Gijón,https://cdn.sofifa.org/24/18/teams/459.png,€2.8M,€7K,1726
4311,4311,192608,M. Barthelmé,28,https://cdn.sofifa.org/48/18/players/192608.png,France,https://cdn.sofifa.org/flags/18.png,71,71,La Berrichonne de Châteauroux,https://cdn.sofifa.org/24/18/teams/212.png,€2.4M,€6K,1894
4312,4312,121185,C. Schulz,34,https://cdn.sofifa.org/48/18/players/121185.png,Germany,https://cdn.sofifa.org/flags/21.png,71,71,SK Sturm Graz,https://cdn.sofifa.org/24/18/teams/209.png,€725K,€14K,1690
4313,4313,199266,Ji Dong Won,26,https://cdn.sofifa.org/48/18/players/199266.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,71,74,FC Augsburg,https://cdn.sofifa.org/24/18/teams/100409.png,€3M,€19K,1826
4314,4314,223074,D. Rotariu,21,https://cdn.sofifa.org/48/18/players/223074.png,Romania,https://cdn.sofifa.org/flags/39.png,71,79,Royal Excel Mouscron,https://cdn.sofifa.org/24/18/teams/111560.png,€3.5M,€13K,1768
4315,4315,199779,A. Hoffmann,24,https://cdn.sofifa.org/48/18/players/199779.png,Germany,https://cdn.sofifa.org/flags/21.png,71,75,Fortuna Düsseldorf,https://cdn.sofifa.org/24/18/teams/110636.png,€2.6M,€15K,1589
4316,4316,203363,G. Valsvik,24,https://cdn.sofifa.org/48/18/players/203363.png,Norway,https://cdn.sofifa.org/flags/36.png,71,78,Eintracht Braunschweig,https://cdn.sofifa.org/24/18/teams/110500.png,€2.8M,€14K,1551
4317,4317,183395,C. M'Bengue,28,https://cdn.sofifa.org/48/18/players/183395.png,Senegal,https://cdn.sofifa.org/flags/136.png,71,71,AS Saint-Étienne,https://cdn.sofifa.org/24/18/teams/1819.png,€1.9M,€22K,1756
4318,4318,191843,A. Al Khaibari,31,https://cdn.sofifa.org/48/18/players/191843.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,71,71,Al Hilal,https://cdn.sofifa.org/24/18/teams/605.png,€1.6M,€24K,1769
4319,4319,218981,H. Palacios,24,https://cdn.sofifa.org/48/18/players/218981.png,Colombia,https://cdn.sofifa.org/flags/56.png,71,77,Club Brugge KV,https://cdn.sofifa.org/24/18/teams/231.png,€2.7M,€13K,1794
4320,4320,229221,William,22,https://cdn.sofifa.org/48/18/players/229221.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,79,VfL Wolfsburg,https://cdn.sofifa.org/24/18/teams/175.png,€3M,€28K,1777
4321,4321,183141,Oier,27,https://cdn.sofifa.org/48/18/players/183141.png,Spain,https://cdn.sofifa.org/flags/45.png,71,72,Levante UD,https://cdn.sofifa.org/24/18/teams/1853.png,€1.8M,€12K,1222
4322,4322,191589,A. Haghighi,29,https://cdn.sofifa.org/48/18/players/191589.png,Iran,https://cdn.sofifa.org/flags/161.png,71,71,AFC Eskilstuna,https://cdn.sofifa.org/24/18/teams/112171.png,€1.6M,€3K,1148
4323,4323,226662,B. Nieuwkoop,21,https://cdn.sofifa.org/48/18/players/226662.png,Netherlands,https://cdn.sofifa.org/flags/34.png,71,79,Feyenoord,https://cdn.sofifa.org/24/18/teams/246.png,€3M,€8K,1810
4324,4324,178022,C. Gönen,29,https://cdn.sofifa.org/48/18/players/178022.png,Turkey,https://cdn.sofifa.org/flags/48.png,71,72,Málaga CF,https://cdn.sofifa.org/24/18/teams/573.png,€1.8M,€13K,1128
4325,4325,218471,Kim Min Woo,27,https://cdn.sofifa.org/48/18/players/218471.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,71,71,Suwon Samsung Bluewings,https://cdn.sofifa.org/24/18/teams/983.png,€2.5M,€7K,1908
4326,4326,224103,E. Aguirre,20,https://cdn.sofifa.org/48/18/players/224103.png,Mexico,https://cdn.sofifa.org/flags/83.png,71,82,Pachuca,https://cdn.sofifa.org/24/18/teams/110147.png,€3.6M,€14K,1885
4327,4327,228967,Edu Machado,27,https://cdn.sofifa.org/48/18/players/228967.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€2M,€6K,1772
4328,4328,235623,Álvaro,22,https://cdn.sofifa.org/48/18/players/235623.png,Spain,https://cdn.sofifa.org/flags/45.png,71,78,Getafe CF,https://cdn.sofifa.org/24/18/teams/1860.png,€3.3M,€14K,1780
4329,4329,173415,M. Knaller,30,https://cdn.sofifa.org/48/18/players/173415.png,Austria,https://cdn.sofifa.org/flags/4.png,71,71,FC Ingolstadt 04,https://cdn.sofifa.org/24/18/teams/111239.png,€1.5M,€12K,1030
4330,4330,191079,H. Dean,25,https://cdn.sofifa.org/48/18/players/191079.png,England,https://cdn.sofifa.org/flags/14.png,71,75,Birmingham City,https://cdn.sofifa.org/24/18/teams/88.png,€2.6M,€18K,1549
4331,4331,195687,Baena,28,https://cdn.sofifa.org/48/18/players/195687.png,Spain,https://cdn.sofifa.org/flags/45.png,71,72,Granada CF,https://cdn.sofifa.org/24/18/teams/110832.png,€2.2M,€8K,1802
4332,4332,208232,E. Cocalić,29,https://cdn.sofifa.org/48/18/players/208232.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,71,71,KV Mechelen,https://cdn.sofifa.org/24/18/teams/110724.png,€1.8M,€11K,1547
4333,4333,215144,E. Insúa,26,https://cdn.sofifa.org/48/18/players/215144.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,74,Panathinaikos FC,https://cdn.sofifa.org/24/18/teams/1884.png,€2.4M,€1K,1839
4334,4334,159080,C. Bryson,30,https://cdn.sofifa.org/48/18/players/159080.png,Scotland,https://cdn.sofifa.org/flags/42.png,71,71,Cardiff City,https://cdn.sofifa.org/24/18/teams/1961.png,€2.2M,€36K,1969
4335,4335,160104,C. Vendoval,29,https://cdn.sofifa.org/48/18/players/160104.png,Chile,https://cdn.sofifa.org/flags/55.png,71,71,Universidad Católica,https://cdn.sofifa.org/24/18/teams/110975.png,€2.3M,€6K,1742
4336,4336,136553,Lee Dong Gook,38,https://cdn.sofifa.org/48/18/players/136553.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,71,71,Jeonbuk Hyundai Motors,https://cdn.sofifa.org/24/18/teams/1477.png,€850K,€7K,1756
4337,4337,210281,C. Pellerano,35,https://cdn.sofifa.org/48/18/players/210281.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,Tiburones Rojos de Veracruz,https://cdn.sofifa.org/24/18/teams/110145.png,€1M,€26K,1943
4338,4338,183145,S. Logan,29,https://cdn.sofifa.org/48/18/players/183145.png,England,https://cdn.sofifa.org/flags/14.png,71,71,Aberdeen,https://cdn.sofifa.org/24/18/teams/77.png,€1.8M,€7K,1850
4339,4339,198250,Z. Korcsmár,28,https://cdn.sofifa.org/48/18/players/198250.png,Hungary,https://cdn.sofifa.org/flags/23.png,71,73,FC Midtjylland,https://cdn.sofifa.org/24/18/teams/1516.png,€2.2M,€19K,1643
4340,4340,220522,D. Hernández,24,https://cdn.sofifa.org/48/18/players/220522.png,Colombia,https://cdn.sofifa.org/flags/56.png,71,75,Águilas Doradas,https://cdn.sofifa.org/24/18/teams/112578.png,€3.1M,€2K,1707
4341,4341,231530,José Arnáiz,22,https://cdn.sofifa.org/48/18/players/231530.png,Spain,https://cdn.sofifa.org/flags/45.png,71,80,FC Barcelona B,https://cdn.sofifa.org/24/18/teams/110704.png,€3.6M,€6K,1742
4342,4342,162411,E. Villa,35,https://cdn.sofifa.org/48/18/players/162411.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,Querétaro,https://cdn.sofifa.org/24/18/teams/110150.png,€1.1M,€7K,1752
4343,4343,204908,D. Ndongala,26,https://cdn.sofifa.org/48/18/players/204908.png,DR Congo,https://cdn.sofifa.org/flags/110.png,71,72,Standard de Liège,https://cdn.sofifa.org/24/18/teams/232.png,€2.8M,€12K,1725
4344,4344,216428,T. Okriashvili,25,https://cdn.sofifa.org/48/18/players/216428.png,Georgia,https://cdn.sofifa.org/flags/20.png,71,75,FC Krasnodar,https://cdn.sofifa.org/24/18/teams/112218.png,€3.1M,€26K,1674
4345,4345,222060,Nathan,21,https://cdn.sofifa.org/48/18/players/222060.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,79,Amiens SC Football,https://cdn.sofifa.org/24/18/teams/1816.png,€3.5M,€54K,1709
4346,4346,199277,M. Jonckheere,27,https://cdn.sofifa.org/48/18/players/199277.png,Belgium,https://cdn.sofifa.org/flags/7.png,71,72,KV Oostende,https://cdn.sofifa.org/24/18/teams/682.png,€2.7M,€12K,1883
4347,4347,169069,J. Martins Pereira,31,https://cdn.sofifa.org/48/18/players/169069.png,France,https://cdn.sofifa.org/flags/18.png,71,71,En Avant de Guingamp,https://cdn.sofifa.org/24/18/teams/62.png,€1.6M,€15K,1838
4348,4348,172141,J. van den Berg,31,https://cdn.sofifa.org/48/18/players/172141.png,Netherlands,https://cdn.sofifa.org/flags/34.png,71,71,Reading,https://cdn.sofifa.org/24/18/teams/1793.png,€1.6M,€22K,1875
4349,4349,217710,M. Barragán,25,https://cdn.sofifa.org/48/18/players/217710.png,Mexico,https://cdn.sofifa.org/flags/83.png,71,74,Necaxa,https://cdn.sofifa.org/24/18/teams/101121.png,€3M,€16K,1803
4350,4350,192110,C. Fierro,22,https://cdn.sofifa.org/48/18/players/192110.png,Mexico,https://cdn.sofifa.org/flags/83.png,71,77,Guadalajara,https://cdn.sofifa.org/24/18/teams/1880.png,€3.2M,€33K,1763
4351,4351,198511,Mika,26,https://cdn.sofifa.org/48/18/players/198511.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,74,Sunderland,https://cdn.sofifa.org/24/18/teams/106.png,€2.1M,€6K,1065
4352,4352,185199,S. Ribas,29,https://cdn.sofifa.org/48/18/players/185199.png,Uruguay,https://cdn.sofifa.org/flags/60.png,71,71,Club Atlético Patronato,https://cdn.sofifa.org/24/18/teams/110581.png,€2.4M,€9K,1700
4353,4353,194927,A. Sapeta,28,https://cdn.sofifa.org/48/18/players/194927.png,Russia,https://cdn.sofifa.org/flags/40.png,71,72,Dinamo Moscow,https://cdn.sofifa.org/24/18/teams/312.png,€2.2M,€22K,1845
4354,4354,198000,J. Morrow,29,https://cdn.sofifa.org/48/18/players/198000.png,United States,https://cdn.sofifa.org/flags/95.png,71,71,Toronto FC,https://cdn.sofifa.org/24/18/teams/111651.png,€1.8M,€6K,1914
4355,4355,222832,João Teixeira,23,https://cdn.sofifa.org/48/18/players/222832.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,77,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€3.2M,€8K,1887
4356,4356,29552,S. Nakamura,39,https://cdn.sofifa.org/48/18/players/29552.png,Japan,https://cdn.sofifa.org/flags/163.png,71,71,Júbilo Iwata,https://cdn.sofifa.org/24/18/teams/101144.png,€650K,€4K,1756
4357,4357,198513,Cláudio Ramos,25,https://cdn.sofifa.org/48/18/players/198513.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,76,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€2.3M,€4K,1058
4358,4358,199537,J. Cuffaut,29,https://cdn.sofifa.org/48/18/players/199537.png,France,https://cdn.sofifa.org/flags/18.png,71,71,AS Nancy Lorraine,https://cdn.sofifa.org/24/18/teams/1823.png,€1.8M,€6K,1773
4359,4359,203377,A. Tighadouini,24,https://cdn.sofifa.org/48/18/players/203377.png,Morocco,https://cdn.sofifa.org/flags/129.png,71,76,FC Twente,https://cdn.sofifa.org/24/18/teams/1908.png,€3.2M,€14K,1818
4360,4360,142705,M. González,36,https://cdn.sofifa.org/48/18/players/142705.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,Club Atlético Huracán,https://cdn.sofifa.org/24/18/teams/111711.png,€800K,€8K,1936
4361,4361,221553,V. Kjartansson,27,https://cdn.sofifa.org/48/18/players/221553.png,Iceland,https://cdn.sofifa.org/flags/24.png,71,72,,https://cdn.sofifa.org/flags/24.png,€0,€0,1662
4362,4362,225137,R. Coetzee,20,https://cdn.sofifa.org/48/18/players/225137.png,South Africa,https://cdn.sofifa.org/flags/140.png,71,81,,https://cdn.sofifa.org/flags/140.png,€0,€0,1614
4363,4363,199282,A. Abrashi,27,https://cdn.sofifa.org/48/18/players/199282.png,Albania,https://cdn.sofifa.org/flags/1.png,71,71,SC Freiburg,https://cdn.sofifa.org/24/18/teams/25.png,€2M,€16K,1901
4364,4364,217714,P. Arriola,22,https://cdn.sofifa.org/48/18/players/217714.png,United States,https://cdn.sofifa.org/flags/95.png,71,77,D.C. United,https://cdn.sofifa.org/24/18/teams/688.png,€3.2M,€6K,1836
4365,4365,169586,F. Campbell,29,https://cdn.sofifa.org/48/18/players/169586.png,England,https://cdn.sofifa.org/flags/14.png,71,71,Hull City,https://cdn.sofifa.org/24/18/teams/1952.png,€2.4M,€10K,1777
4366,4366,177522,Suso Santana,32,https://cdn.sofifa.org/48/18/players/177522.png,Spain,https://cdn.sofifa.org/flags/45.png,71,71,CD Tenerife,https://cdn.sofifa.org/24/18/teams/260.png,€1.8M,€7K,1914
4367,4367,192370,M. Formica,29,https://cdn.sofifa.org/48/18/players/192370.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,U.N.A.M.,https://cdn.sofifa.org/24/18/teams/1881.png,€2.3M,€16K,1803
4368,4368,205427,Djaniny,26,https://cdn.sofifa.org/48/18/players/205427.png,Cape Verde,https://cdn.sofifa.org/flags/104.png,71,72,Santos Laguna,https://cdn.sofifa.org/24/18/teams/110144.png,€2.8M,€16K,1789
4369,4369,215155,F. Zuqui,25,https://cdn.sofifa.org/48/18/players/215155.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,74,Estudiantes de La Plata,https://cdn.sofifa.org/24/18/teams/101083.png,€3M,€12K,1837
4370,4370,200820,J. Obita,23,https://cdn.sofifa.org/48/18/players/200820.png,England,https://cdn.sofifa.org/flags/14.png,71,78,Reading,https://cdn.sofifa.org/24/18/teams/1793.png,€2.8M,€19K,1984
4371,4371,214388,D. Asprilla,28,https://cdn.sofifa.org/48/18/players/214388.png,Colombia,https://cdn.sofifa.org/flags/56.png,71,71,Al Fayha,https://cdn.sofifa.org/24/18/teams/113057.png,€2.4M,€16K,1762
4372,4372,234612,J. Ikoné,19,https://cdn.sofifa.org/48/18/players/234612.png,France,https://cdn.sofifa.org/flags/18.png,71,83,Montpellier Hérault SC,https://cdn.sofifa.org/24/18/teams/70.png,€4.1M,€25K,1723
4373,4373,215157,F. Lértora,26,https://cdn.sofifa.org/48/18/players/215157.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,73,Belgrano de Córdoba,https://cdn.sofifa.org/24/18/teams/111022.png,€2.4M,€9K,1830
4374,4374,167797,Nsue,27,https://cdn.sofifa.org/48/18/players/167797.png,Equatorial Guinea,https://cdn.sofifa.org/flags/112.png,71,71,Birmingham City,https://cdn.sofifa.org/24/18/teams/88.png,€2M,€19K,1981
4375,4375,189557,A. Rispoli,28,https://cdn.sofifa.org/48/18/players/189557.png,Italy,https://cdn.sofifa.org/flags/27.png,71,71,Palermo,https://cdn.sofifa.org/24/18/teams/1843.png,€2.4M,€4K,1852
4376,4376,193141,I. Pillud,31,https://cdn.sofifa.org/48/18/players/193141.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,Racing Club de Avellaneda,https://cdn.sofifa.org/24/18/teams/101085.png,€1.6M,€13K,1910
4377,4377,213110,P. Sané,25,https://cdn.sofifa.org/48/18/players/213110.png,Senegal,https://cdn.sofifa.org/flags/136.png,71,76,AJ Auxerre,https://cdn.sofifa.org/24/18/teams/57.png,€3.2M,€17K,1653
4378,4378,164470,Pita,32,https://cdn.sofifa.org/48/18/players/164470.png,Spain,https://cdn.sofifa.org/flags/45.png,71,71,CD Lugo,https://cdn.sofifa.org/24/18/teams/110831.png,€1.4M,€6K,1827
4379,4379,175990,J. Rosenthal,31,https://cdn.sofifa.org/48/18/players/175990.png,Germany,https://cdn.sofifa.org/flags/21.png,71,71,SV Darmstadt 98,https://cdn.sofifa.org/24/18/teams/110502.png,€2.1M,€19K,1902
4380,4380,211063,G. Koutroumpis,26,https://cdn.sofifa.org/48/18/players/211063.png,Greece,https://cdn.sofifa.org/flags/22.png,71,73,Panathinaikos FC,https://cdn.sofifa.org/24/18/teams/1884.png,€2.4M,€1K,1566
4381,4381,230263,Adeilson Gesser,25,https://cdn.sofifa.org/48/18/players/230263.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,Botafogo de Futebol e Regatas,https://cdn.sofifa.org/24/18/teams/517.png,€2.6M,€13K,1812
4382,4382,186999,C. Peña,27,https://cdn.sofifa.org/48/18/players/186999.png,Mexico,https://cdn.sofifa.org/flags/83.png,71,72,Rangers,https://cdn.sofifa.org/24/18/teams/86.png,€2.7M,€35K,1981
4383,4383,197496,Y. Al Mosailem,33,https://cdn.sofifa.org/48/18/players/197496.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,71,71,Al Ahli,https://cdn.sofifa.org/24/18/teams/112387.png,€1.2M,€19K,1136
4384,4384,198776,J. Williams,23,https://cdn.sofifa.org/48/18/players/198776.png,Wales,https://cdn.sofifa.org/flags/50.png,71,76,Sunderland,https://cdn.sofifa.org/24/18/teams/106.png,€3.2M,€30K,1772
4385,4385,199288,A. Losilla,31,https://cdn.sofifa.org/48/18/players/199288.png,France,https://cdn.sofifa.org/flags/18.png,71,71,VfL Bochum,https://cdn.sofifa.org/24/18/teams/160.png,€1.6M,€13K,1831
4386,4386,135032,N. Zimling,32,https://cdn.sofifa.org/48/18/players/135032.png,Denmark,https://cdn.sofifa.org/flags/13.png,71,71,SønderjyskE,https://cdn.sofifa.org/24/18/teams/1447.png,€1.4M,€10K,1845
4387,4387,212088,M. Abdul Shafy,32,https://cdn.sofifa.org/48/18/players/212088.png,Egypt,https://cdn.sofifa.org/flags/111.png,71,71,Al Ahli,https://cdn.sofifa.org/24/18/teams/112387.png,€1.3M,€24K,1868
4388,4388,226168,M. Eggestein,20,https://cdn.sofifa.org/48/18/players/226168.png,Germany,https://cdn.sofifa.org/flags/21.png,71,81,SV Werder Bremen,https://cdn.sofifa.org/24/18/teams/38.png,€3.8M,€15K,1769
4389,4389,175736,K. Sankaré,32,https://cdn.sofifa.org/48/18/players/175736.png,Senegal,https://cdn.sofifa.org/flags/136.png,71,71,Cádiz C.F.,https://cdn.sofifa.org/24/18/teams/1968.png,€1.4M,€6K,1472
4390,4390,225145,R. Mphahlele,27,https://cdn.sofifa.org/48/18/players/225145.png,South Africa,https://cdn.sofifa.org/flags/140.png,71,72,Kaizer Chiefs,https://cdn.sofifa.org/24/18/teams/110929.png,€2.2M,€1K,1665
4391,4391,231545,Miguel Silva,22,https://cdn.sofifa.org/48/18/players/231545.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,76,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€2.3M,€5K,987
4392,4392,169593,K. Lee,29,https://cdn.sofifa.org/48/18/players/169593.png,England,https://cdn.sofifa.org/flags/14.png,71,71,Sheffield Wednesday,https://cdn.sofifa.org/24/18/teams/1807.png,€2.3M,€38K,1854
4393,4393,189561,B. Koita,26,https://cdn.sofifa.org/48/18/players/189561.png,France,https://cdn.sofifa.org/flags/18.png,71,72,Kasimpaşa SK,https://cdn.sofifa.org/24/18/teams/111339.png,€2.8M,€12K,1621
4394,4394,196217,Marcos Pizzelli,32,https://cdn.sofifa.org/48/18/players/196217.png,Armenia,https://cdn.sofifa.org/flags/3.png,71,71,Al Shabab,https://cdn.sofifa.org/24/18/teams/111674.png,€1.8M,€23K,1755
4395,4395,208250,A. Bakasetas,24,https://cdn.sofifa.org/48/18/players/208250.png,Greece,https://cdn.sofifa.org/flags/22.png,71,75,AEK Athens,https://cdn.sofifa.org/24/18/teams/278.png,€3.1M,€1K,1874
4396,4396,218746,Pozo,21,https://cdn.sofifa.org/48/18/players/218746.png,Spain,https://cdn.sofifa.org/flags/45.png,71,78,UD Almería,https://cdn.sofifa.org/24/18/teams/1861.png,€3.4M,€6K,1787
4397,4397,219514,Derley,29,https://cdn.sofifa.org/48/18/players/219514.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€2.4M,€11K,1776
4398,4398,230266,Heltinho Melo,33,https://cdn.sofifa.org/48/18/players/230266.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,Clube Atlético Mineiro,https://cdn.sofifa.org/24/18/teams/1035.png,€1.4M,€23K,1864
4399,4399,230522,Nascimentardo,29,https://cdn.sofifa.org/48/18/players/230522.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,Clube Atlético Paranaense,https://cdn.sofifa.org/24/18/teams/1039.png,€2.3M,€12K,1771
4400,4400,173434,P. Barrera,30,https://cdn.sofifa.org/48/18/players/173434.png,Mexico,https://cdn.sofifa.org/flags/83.png,71,71,U.N.A.M.,https://cdn.sofifa.org/24/18/teams/1881.png,€2.2M,€16K,1847
